"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","RadSensors"
"LINE","SECONDS","NANOSECONDS","RECORD","Incoming_SW_2_Avg","Outgoing_SW_2_Avg","Incoming_LW_2_Avg","Outgoing_LW_2_Avg","NetSW_2_Avg","NetLW_2_Avg","Net_radiation_2_Avg","mV_LWin_2_Avg","sensorbody_temp_in_LW_2_Avg","mV_LWout_2_Avg","sensorbody_temp_out_LW_2_Avg","albedo_2_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
1,1056585600,0,3402,-2.155,0,394.49,451.545,-2.24,-56.98,-59.22,-6.404,25.48,-0.457,26.06,0.008
2,1056585660,0,3403,-2.145,-0.005,394.515,451.385,-1.97,-56.98,-58.95,-6.398,25.46,-0.457,26.05,0.004
3,1056585720,0,3404,-2.135,-0.005,394.82,451.48,-2.2,-56.72,-58.92,-6.335,25.43,-0.414,26.01,0.004
4,1056585780,0,3405,-1.945,0,395.105,451.58,-2.02,-56.65,-58.67,-6.281,25.44,-0.36,26.01,-0.004
5,1056585840,0,3406,-1.945,0,395.33,451.77,-1.92,-56.45,-58.37,-6.278,25.45,-0.379,26.02,0
6,1056585900,0,3407,-1.925,-0.005,395.205,451.735,-2.03,-56.62,-58.65,-6.261,25.47,-0.345,26.04,-0.004
7,1056585960,0,3408,-1.89,-0.005,395.175,451.57,-1.79,-56.57,-58.36,-6.341,25.48,-0.44,26.05,-0.005
8,1056586020,0,3409,-1.95,0,395.42,451.69,-1.95,-56.3,-58.25,-6.269,25.47,-0.391,26.04,0
9,1056586080,0,3410,-1.93,0.01,395.54,451.87,-1.91,-56.32,-58.23,-6.262,25.48,-0.377,26.06,-0.004
10,1056586140,0,3411,-1.85,0,395.57,451.7,-1.84,-56.2,-58.03,-6.267,25.49,-0.399,26.07,-0.004
11,1056586200,0,3412,-1.91,0,395.57,451.62,-1.9,-56.07,-57.98,-6.269,25.49,-0.412,26.07,0
12,1056586260,0,3413,-1.95,0,395.41,451.41,-1.93,-56.03,-57.96,-6.272,25.47,-0.42,26.04,0.004
13,1056586320,0,3414,-2.02,0,395.56,451.65,-2,-56.11,-58.11,-6.251,25.46,-0.393,26.04,0
14,1056586380,0,3415,-2,0.01,395.69,451.85,-2,-56.2,-58.2,-6.249,25.47,-0.371,26.04,0.004
15,1056586440,0,3416,-1.95,0,395.27,451.4,-1.95,-56.09,-58.04,-6.278,25.46,-0.414,26.04,0.004
16,1056586500,0,3417,-2,0.01,395.74,451.89,-1.97,-56.23,-58.21,-6.233,25.47,-0.358,26.04,-0.004
17,1056586560,0,3418,-1.76,0.01,395.76,452.07,-1.85,-56.43,-58.27,-6.245,25.49,-0.347,26.07,-0.004
18,1056586620,0,3419,-1.93,0.01,395.62,451.95,-1.93,-56.36,-58.29,-6.272,25.5,-0.374,26.08,-0.004
19,1056586680,0,3420,-1.85,0.01,395.49,452.04,-1.84,-56.53,-58.37,-6.295,25.52,-0.389,26.1,0
20,1056586740,0,3421,-1.93,0,395.48,452.13,-1.93,-56.61,-58.54,-6.311,25.54,-0.401,26.11,-0.004
21,1056586800,0,3422,-1.93,-0.01,395.38,451.96,-1.93,-56.63,-58.56,-6.315,25.53,-0.392,26.11,0.004
22,1056586860,0,3423,-1.97,0,395.42,452.39,-1.97,-56.95,-58.92,-6.329,25.55,-0.372,26.12,-0.004
23,1056586920,0,3424,-1.95,0,395.36,452.26,-1.93,-56.93,-58.86,-6.334,25.56,-0.386,26.13,0
24,1056586980,0,3425,-2,0,395.4,452.36,-1.99,-57.01,-58.99,-6.341,25.57,-0.384,26.15,0
25,1056587040,0,3426,-1.95,0,395.46,452.31,-1.95,-56.87,-58.82,-6.334,25.58,-0.399,26.15,0
26,1056587100,0,3427,-2.08,-0.01,395.29,452.13,-2.04,-56.87,-58.91,-6.346,25.57,-0.403,26.15,0.004
27,1056587160,0,3428,-2.06,-0.01,395.12,452.13,-2.04,-56.93,-58.96,-6.363,25.56,-0.408,26.14,0.004
28,1056587220,0,3429,-2.1,-0.01,394.99,451.91,-2.07,-56.95,-59.02,-6.368,25.55,-0.416,26.13,0
29,1056587280,0,3430,-2.08,-0.01,394.93,452.12,-2.06,-57.18,-59.24,-6.365,25.55,-0.391,26.13,0
30,1056587340,0,3431,-1.91,0,394.5,452.05,-1.88,-57.58,-59.46,-6.424,25.56,-0.409,26.14,0
31,1056587400,0,3432,-2.08,0,394.03,451.51,-2.09,-57.45,-59.54,-6.453,25.53,-0.449,26.11,0.004
32,1056587460,0,3433,-1.995,0,394.56,452.08,-2.16,-57.63,-59.8,-6.387,25.52,-0.358,26.1,0
33,1056587520,0,3434,-1.935,0,394.44,451.98,-1.82,-57.58,-59.4,-6.433,25.55,-0.418,26.13,-0.004
34,1056587580,0,3435,-2.06,0,394.565,451.995,-2.07,-57.54,-59.61,-6.402,25.55,-0.381,26.13,0
35,1056587640,0,3436,-2.015,0,394.525,452,-2.03,-57.42,-59.45,-6.416,25.55,-0.414,26.13,0.004
36,1056587700,0,3437,-2.035,-0.005,394.54,451.94,-1.91,-57.49,-59.4,-6.422,25.56,-0.415,26.14,0
37,1056587760,0,3438,-2.025,-0.005,394.51,451.83,-2.16,-57.24,-59.39,-6.407,25.54,-0.421,26.12,0.004
38,1056587820,0,3439,-1.94,0,394.435,451.945,-1.92,-57.36,-59.28,-6.436,25.56,-0.448,26.13,0
39,1056587880,0,3440,-1.95,0,394.44,452.02,-1.98,-57.57,-59.55,-6.437,25.56,-0.417,26.14,-0.004
40,1056587940,0,3441,-1.97,0,394.46,452,-2,-57.61,-59.61,-6.44,25.57,-0.426,26.15,0.004
41,1056588000,0,3442,-2,0,394.47,451.99,-1.97,-57.62,-59.6,-6.449,25.57,-0.43,26.16,0
42,1056588060,0,3443,-1.89,0.01,394.65,452.37,-1.89,-57.71,-59.61,-6.437,25.59,-0.404,26.18,0
43,1056588120,0,3444,-1.91,0,394.36,452.02,-1.88,-57.68,-59.56,-6.474,25.61,-0.451,26.2,0
44,1056588180,0,3445,-2,-0.01,394.58,452.1,-2.1,-57.54,-59.64,-6.423,25.62,-0.402,26.21,-0.004
45,1056588240,0,3446,-1.87,0,394.6,452.54,-1.9,-58,-59.9,-6.49,25.66,-0.433,26.25,0
46,1056588300,0,3447,-1.97,0.01,394.54,452.27,-1.97,-57.71,-59.68,-6.486,25.66,-0.46,26.25,-0.004
47,1056588360,0,3448,-1.95,0.01,394.41,451.95,-1.94,-57.58,-59.52,-6.506,25.65,-0.489,26.25,0.004
48,1056588420,0,3449,-2.02,0,394.81,452.67,-1.97,-57.89,-59.86,-6.477,25.67,-0.428,26.26,0
49,1056588480,0,3450,-1.81,0,394.3,452.18,-1.83,-57.9,-59.72,-6.529,25.69,-0.486,26.27,0.004
50,1056588540,0,3451,-1.97,0,394.63,452.25,-2,-57.81,-59.8,-6.491,25.68,-0.454,26.27,0
51,1056588600,0,3452,-1.95,0,394.12,451.98,-1.93,-57.94,-59.88,-6.558,25.68,-0.501,26.26,0.004
52,1056588660,0,3453,-2.04,0,394.1,452.1,-2.02,-57.99,-60.01,-6.542,25.67,-0.489,26.25,0
53,1056588720,0,3454,-1.95,0.01,393.81,451.84,-1.95,-58.02,-59.97,-6.572,25.66,-0.507,26.24,0
54,1056588780,0,3455,-2.18,-0.01,393.68,451.22,-2.16,-57.64,-59.8,-6.526,25.61,-0.49,26.19,0.004
55,1056588840,0,3456,-1.95,0,393.66,451.55,-1.95,-57.93,-59.89,-6.542,25.61,-0.486,26.2,0.004
56,1056588900,0,3457,-2.06,0,393.81,451.77,-2.1,-57.98,-60.08,-6.536,25.61,-0.477,26.19,0
57,1056588960,0,3458,-2.02,0,393.74,451.98,-2.05,-58.26,-60.31,-6.559,25.62,-0.47,26.2,0
58,1056589020,0,3459,-2.12,-0.01,393.35,451.35,-2.11,-58.08,-60.19,-6.584,25.59,-0.51,26.16,0.004
59,1056589080,0,3460,-2.14,0,393.17,451.37,-2.12,-58.21,-60.33,-6.564,25.57,-0.472,26.15,0
60,1056589140,0,3461,-2.12,0,393.37,451.12,-2.1,-57.67,-59.77,-6.495,25.56,-0.467,26.14,0
61,1056589200,0,3462,-1.88,0.01,393.355,452.1,-1.84,-58.78,-60.61,-6.555,25.65,-0.435,26.22,-0.005
62,1056589260,0,3463,-2.215,-0.005,392.935,451.195,-1.87,-58.56,-60.43,-6.669,25.64,-0.546,26.21,0.004
63,1056589320,0,3464,-2.29,0.005,393.455,451.57,-2.53,-57.77,-60.31,-6.565,25.56,-0.522,26.13,0
64,1056589380,0,3465,-1.965,0.01,393.57,452.06,-2.02,-58.46,-60.48,-6.512,25.59,-0.39,26.16,-0.004
65,1056589440,0,3466,-1.91,0,393.4,452.02,-1.91,-58.65,-60.56,-6.593,25.62,-0.471,26.19,0
66,1056589500,0,3467,-2.02,-0.02,392.97,450.84,-2.04,-57.94,-59.98,-6.607,25.58,-0.56,26.16,0
67,1056589560,0,3468,-2.18,0.01,393.46,451.31,-2.2,-57.87,-60.07,-6.539,25.56,-0.492,26.14,0.004
68,1056589620,0,3469,-2.02,0,393.39,451.18,-2.04,-57.78,-59.82,-6.547,25.56,-0.514,26.14,0.004
69,1056589680,0,3470,-2,-0.01,393.39,451.15,-2.04,-57.82,-59.86,-6.521,25.56,-0.492,26.14,-0.004
70,1056589740,0,3471,-2.08,-0.01,393.22,451.16,-2.1,-57.92,-60.02,-6.551,25.56,-0.515,26.14,0
71,1056589800,0,3472,-2.16,-0.01,393.16,450.63,-2.16,-57.38,-59.55,-6.535,25.53,-0.538,26.11,0
72,1056589860,0,3473,-2.06,0.01,393.29,451.27,-2.07,-58.25,-60.32,-6.557,25.55,-0.474,26.13,-0.008
73,1056589920,0,3474,-1.97,-0.01,392.8,450.9,-2,-58.01,-60.01,-6.602,25.56,-0.545,26.14,0.004
74,1056589980,0,3475,-2.18,0.02,393.68,451.84,-2.22,-58.33,-60.55,-6.516,25.57,-0.453,26.14,-0.004
75,1056590040,0,3476,-1.95,0,393.22,451.47,-1.97,-58.31,-60.28,-6.59,25.61,-0.497,26.19,0
76,1056590100,0,3477,-2.08,0,393.3,451.17,-2.08,-57.93,-60.01,-6.582,25.6,-0.532,26.17,0.004
77,1056590160,0,3478,-2.1,0,393.57,451.45,-2.14,-57.83,-59.97,-6.551,25.59,-0.519,26.17,0
78,1056590220,0,3479,-2.02,0,393.94,452.04,-2.02,-58.22,-60.24,-6.558,25.63,-0.467,26.21,0
79,1056590280,0,3480,-2.08,0,393.2,451.22,-2.06,-58,-60.06,-6.601,25.63,-0.535,26.2,0.004
80,1056590340,0,3481,-2.08,-0.01,393.34,451.16,-2.07,-57.89,-59.96,-6.573,25.61,-0.528,26.18,0
81,1056590400,0,3482,-1.93,0,393.27,451.28,-1.95,-57.99,-59.93,-6.604,25.63,-0.534,26.2,0
82,1056590460,0,3483,-2.44,0.02,394.34,452.29,-2.45,-58.03,-60.49,-6.471,25.61,-0.415,26.18,-0.007
83,1056590520,0,3484,-1.76,-0.01,393.46,451.08,-1.76,-57.54,-59.31,-6.555,25.65,-0.534,26.23,0.004
84,1056590580,0,3485,-2.04,0,393.68,451.63,-2.04,-57.97,-60,-6.578,25.66,-0.533,26.23,0
85,1056590640,0,3486,-2.16,0,394.1,451.1,-2.21,-57.34,-59.54,-6.483,25.62,-0.499,26.2,0
86,1056590700,0,3487,-2.08,0.01,393.92,451.34,-2.09,-57.4,-59.48,-6.516,25.61,-0.52,26.18,0
87,1056590760,0,3488,-1.97,-0.01,393.96,451.05,-2.09,-57.27,-59.36,-6.489,25.6,-0.502,26.17,0.004
88,1056590820,0,3489,-1.87,-0.01,393.78,450.97,-1.86,-57.2,-59.06,-6.51,25.6,-0.528,26.16,0.008
89,1056590880,0,3490,-2.14,0.01,394.46,451.6,-1.98,-57.09,-59.07,-6.423,25.61,-0.454,26.17,-0.004
90,1056590940,0,3491,-1.83,0,394.15,451.28,-1.85,-57.13,-58.98,-6.479,25.62,-0.495,26.18,0.004
91,1056591000,0,3492,-2.05,0,394.26,451.25,-1.89,-57.17,-59.06,-6.477,25.62,-0.497,26.19,0
92,1056591060,0,3493,-2.135,-0.005,394.33,451.255,-2.23,-56.87,-59.1,-6.448,25.59,-0.499,26.15,0
93,1056591120,0,3494,-2.08,-0.005,394.18,451.135,-2.06,-57.03,-59.09,-6.448,25.59,-0.483,26.15,0
94,1056591180,0,3495,-2.12,0,394.2,450.885,-2.04,-56.87,-58.91,-6.467,25.56,-0.534,26.13,0
95,1056591240,0,3496,-2.035,0,394.23,450.86,-2.03,-56.47,-58.5,-6.419,25.54,-0.51,26.11,0
96,1056591300,0,3497,-2.055,0,394.3,450.92,-1.88,-56.8,-58.68,-6.422,25.55,-0.497,26.11,0
97,1056591360,0,3498,-2.18,0,394.45,450.94,-2.14,-56.54,-58.68,-6.404,25.53,-0.497,26.09,0
98,1056591420,0,3499,-2,0,394.23,451.13,-1.97,-56.8,-58.77,-6.422,25.54,-0.491,26.1,0
99,1056591480,0,3500,-2.08,-0.02,394.19,450.15,-2.07,-56.08,-58.15,-6.404,25.48,-0.546,26.05,0.008
100,1056591540,0,3501,-2.23,0,395.01,450.68,-2.26,-55.76,-58.02,-6.312,25.44,-0.507,26.01,0.004
101,1056591600,0,3502,-1.74,0,394.93,451.38,-1.75,-56.49,-58.25,-6.347,25.5,-0.451,26.07,-0.005
102,1056591660,0,3503,-1.91,-0.01,394.35,450.54,-1.9,-56.11,-58.01,-6.385,25.49,-0.535,26.06,0.004
103,1056591720,0,3504,-2.31,0,395.14,451,-2.27,-55.83,-58.1,-6.28,25.46,-0.44,26.03,0
104,1056591780,0,3505,-1.81,0.02,395.64,451.79,-1.77,-56.13,-57.9,-6.275,25.51,-0.392,26.08,-0.004
105,1056591840,0,3506,-1.76,0,395.09,451.15,-1.74,-56.12,-57.85,-6.349,25.53,-0.486,26.09,0
106,1056591900,0,3507,-2.25,0.01,396.23,452.01,-2.2,-55.92,-58.12,-6.195,25.54,-0.322,26.1,-0.007
107,1056591960,0,3508,-1.72,0.01,395.86,451.88,-1.73,-56.09,-57.82,-6.319,25.61,-0.443,26.18,-0.005
108,1056592020,0,3509,-1.74,0,395.65,451.52,-1.73,-55.76,-57.49,-6.334,25.62,-0.503,26.18,0
109,1056592080,0,3510,-1.97,-0.01,396.05,451.07,-2.08,-55.26,-57.34,-6.217,25.57,-0.451,26.14,-0.003
110,1056592140,0,3511,-1.79,0,396.11,452.24,-1.83,-56.09,-57.92,-6.285,25.62,-0.43,26.18,-0.004
111,1056592200,0,3512,-1.91,0,396.31,451.84,-1.92,-55.52,-57.45,-6.275,25.62,-0.467,26.19,0
112,1056592260,0,3513,-1.89,0,395.99,451.8,-1.87,-55.6,-57.47,-6.289,25.63,-0.477,26.19,0
113,1056592320,0,3514,-2.04,-0.01,395.74,450.91,-2.05,-55.1,-57.15,-6.245,25.56,-0.464,26.13,0.004
114,1056592380,0,3515,-2.18,0,396.51,452.21,-2.09,-55.68,-57.77,-6.247,25.57,-0.442,26.13,0
115,1056592440,0,3516,-1.89,0,396.86,451.62,-1.89,-54.69,-56.58,-6.131,25.57,-0.412,26.14,-0.004
116,1056592500,0,3517,-1.97,-0.01,397.61,451.54,-1.94,-53.95,-55.89,-6.089,25.56,-0.445,26.13,0.008
117,1056592560,0,3518,-1.89,0,398.18,451.67,-1.96,-53.41,-55.37,-6.03,25.57,-0.452,26.14,0
118,1056592620,0,3519,-1.93,-0.01,398.84,451.26,-1.92,-52.42,-54.34,-5.974,25.57,-0.495,26.13,0.004
119,1056592680,0,3520,-2.14,0,400,451.33,-2.14,-51.51,-53.65,-5.822,25.53,-0.443,26.09,0
120,1056592740,0,3521,-1.87,0,400.41,451.43,-1.91,-50.96,-52.87,-5.782,25.54,-0.458,26.1,0
121,1056592800,0,3522,-1.91,-0.01,401.14,451.27,-1.91,-50.33,-52.24,-5.699,25.52,-0.442,26.08,-0.004
122,1056592860,0,3523,-1.88,-0.005,400.915,451.125,-1.77,-50.55,-52.32,-5.735,25.55,-0.457,26.11,0
123,1056592920,0,3524,-1.96,-0.005,401.115,451.02,-1.92,-49.84,-51.76,-5.716,25.51,-0.52,26.07,0
124,1056592980,0,3525,-1.835,0.005,401.495,451.275,-1.98,-50.08,-52.06,-5.658,25.52,-0.416,26.07,0
125,1056593040,0,3526,-1.69,0.005,401.87,451.21,-1.69,-49.53,-51.23,-5.645,25.53,-0.47,26.09,0
126,1056593100,0,3527,-1.725,0.005,402.365,451.175,-1.66,-49.17,-50.83,-5.599,25.54,-0.453,26.09,0.005
127,1056593160,0,3528,-1.79,0.01,402.56,451.08,-1.74,-48.46,-50.2,-5.553,25.53,-0.491,26.08,0.005
128,1056593220,0,3529,-1.83,-0.01,403.23,451,-1.86,-47.68,-49.54,-5.451,25.51,-0.461,26.06,0
129,1056593280,0,3530,-1.66,0,403.53,451.03,-1.64,-47.49,-49.13,-5.432,25.53,-0.466,26.07,0
130,1056593340,0,3531,-1.74,0.01,404.27,451.4,-1.79,-47.15,-48.94,-5.374,25.54,-0.445,26.08,0
131,1056593400,0,3532,-1.51,0,404.94,451.13,-1.58,-46.42,-47.99,-5.314,25.56,-0.477,26.1,0.005
132,1056593460,0,3533,-1.64,0,405.66,451.28,-1.66,-45.61,-47.27,-5.227,25.56,-0.465,26.1,0
133,1056593520,0,3534,-1.79,0.01,407.38,451.78,-1.81,-44.39,-46.19,-5.059,25.56,-0.424,26.1,0
134,1056593580,0,3535,-1.55,0.01,408.67,451.79,-1.55,-43.07,-44.63,-4.927,25.59,-0.439,26.12,0
135,1056593640,0,3536,-1.45,0,410.09,451.33,-1.46,-41.2,-42.67,-4.779,25.58,-0.467,26.12,0
136,1056593700,0,3537,-1.47,0,412.04,452.24,-1.48,-40.06,-41.54,-4.58,25.62,-0.378,26.14,-0.005
137,1056593760,0,3538,-1.13,-0.01,412.9,451.78,-1.11,-38.69,-39.81,-4.495,25.66,-0.454,26.18,0
138,1056593820,0,3539,-1.2,-0.01,413.89,451.89,-1.16,-38.02,-39.18,-4.437,25.69,-0.47,26.21,0
139,1056593880,0,3540,-1.26,-0.02,414.42,451.35,-1.25,-36.87,-38.12,-4.355,25.67,-0.51,26.18,0.006
140,1056593940,0,3541,-1.34,0,415.48,451.86,-1.34,-36.39,-37.73,-4.262,25.66,-0.474,26.17,0
141,1056594000,0,3542,-1.39,0.01,416.18,452.23,-1.37,-36.1,-37.47,-4.181,25.66,-0.412,26.16,0
142,1056594060,0,3543,-1.37,0,416.12,452.35,-1.37,-36.25,-37.62,-4.189,25.66,-0.393,26.16,0
143,1056594120,0,3544,-1.66,0.01,415.48,451.93,-1.68,-36.67,-38.35,-4.203,25.61,-0.378,26.11,0.005
144,1056594180,0,3545,-1.28,-0.01,414.13,451.51,-1.3,-37.63,-38.93,-4.338,25.61,-0.384,26.11,0
145,1056594240,0,3546,-1.32,-0.01,412.22,451.19,-1.29,-38.91,-40.2,-4.535,25.59,-0.458,26.09,0.006
146,1056594300,0,3547,-1.55,0,411.19,451.6,-1.5,-40.44,-41.94,-4.66,25.57,-0.439,26.07,0
147,1056594360,0,3548,-1.32,0,410.14,451.9,-1.22,-41.79,-43,-4.809,25.6,-0.455,26.1,0.015
148,1056594420,0,3549,-1.6,-0.01,409.26,451.33,-1.57,-42.06,-43.63,-4.835,25.55,-0.445,26.06,0
149,1056594480,0,3550,-1.47,-0.01,408.74,451.23,-1.48,-42.57,-44.06,-4.897,25.54,-0.457,26.05,0.011
150,1056594540,0,3551,-1.43,0,408.41,451.31,-1.46,-42.95,-44.41,-4.913,25.55,-0.424,26.05,0
151,1056594600,0,3552,-1.48,-0.005,408.32,451.445,-1.42,-43.26,-44.68,-4.952,25.55,-0.432,26.06,0
152,1056594660,0,3553,-1.425,-0.005,408.55,451.495,-1.51,-43.09,-44.6,-4.911,25.56,-0.403,26.07,0
153,1056594720,0,3554,-1.405,-0.01,408.99,451.275,-1.34,-42.87,-44.21,-4.92,25.59,-0.439,26.11,-0.006
154,1056594780,0,3555,-1.47,-0.01,409.39,451.1,-1.43,-41.65,-43.08,-4.833,25.58,-0.485,26.09,0.006
155,1056594840,0,3556,-1.51,-0.01,410.89,450.855,-1.49,-40.47,-41.96,-4.712,25.56,-0.488,26.07,0.006
156,1056594900,0,3557,-1.545,-0.015,411.71,450.645,-1.5,-39.32,-40.83,-4.607,25.52,-0.499,26.04,0.01
157,1056594960,0,3558,-1.58,-0.01,412.16,450.63,-1.57,-38.6,-40.17,-4.493,25.49,-0.463,26.01,0
158,1056595020,0,3559,-1.47,-0.01,412.69,450.57,-1.49,-37.92,-39.41,-4.429,25.47,-0.464,25.98,0
159,1056595080,0,3560,-1.6,-0.01,413.51,450.73,-1.6,-37.22,-38.83,-4.305,25.44,-0.404,25.95,-0.005
160,1056595140,0,3561,-1.37,-0.02,413.9,450.13,-1.37,-36.18,-37.55,-4.24,25.42,-0.464,25.93,0.005
161,1056595200,0,3562,-1.24,0,414.81,450.81,-1.16,-35.93,-37.09,-4.166,25.44,-0.428,25.94,0
162,1056595260,0,3563,-1.09,-0.01,415.15,450.68,-1.11,-35.6,-36.71,-4.148,25.47,-0.428,25.97,0
163,1056595320,0,3564,-1.37,-0.01,415.48,450.49,-1.39,-35,-36.38,-4.102,25.45,-0.441,25.94,0
164,1056595380,0,3565,-1.01,-0.01,416.01,450.98,-1,-35,-36,-4.07,25.48,-0.408,25.98,0.007
165,1056595440,0,3566,-1.22,0,416.26,451.27,-1.21,-35.04,-36.25,-4.084,25.5,-0.422,26,-0.007
166,1056595500,0,3567,-1.18,0,415.85,450.57,-1.17,-34.86,-36.03,-4.108,25.5,-0.46,25.99,0
167,1056595560,0,3568,-1.2,0,416.22,451.34,-1.2,-35.12,-36.32,-4.072,25.52,-0.402,26.02,0.007
168,1056595620,0,3569,-1.16,-0.02,415.65,450.63,-1.15,-34.98,-36.13,-4.15,25.53,-0.494,26.03,0.007
169,1056595680,0,3570,-1.34,0.01,416.31,451.27,-1.39,-34.85,-36.23,-4.07,25.52,-0.415,26.02,0
170,1056595740,0,3571,-1.2,0,415.72,450.65,-1.19,-35,-36.19,-4.138,25.51,-0.485,26.01,0.013
171,1056595800,0,3572,-1.32,-0.01,415.91,450.4,-1.39,-34.68,-36.06,-4.078,25.48,-0.461,25.98,0
172,1056595860,0,3573,-1.32,-0.01,415.19,450.05,-1.32,-34.84,-36.15,-4.122,25.46,-0.467,25.96,0.006
173,1056595920,0,3574,-1.41,0,415.31,450.74,-1.43,-35.51,-36.94,-4.128,25.45,-0.422,25.95,-0.005
174,1056595980,0,3575,-1.41,0,415.41,450.63,-1.44,-35.2,-36.64,-4.135,25.45,-0.466,25.94,0
175,1056596040,0,3576,-1.37,-0.02,415.46,449.98,-1.35,-34.37,-35.72,-4.089,25.42,-0.494,25.92,0.006
176,1056596100,0,3577,-1.32,0,416.79,450.33,-1.27,-33.48,-34.75,-3.959,25.43,-0.472,25.92,0.007
177,1056596160,0,3578,-1.22,0,418.49,450.64,-1.18,-32.12,-33.3,-3.798,25.44,-0.448,25.93,0
178,1056596220,0,3579,-1.03,0,419.71,450.58,-0.97,-30.85,-31.82,-3.669,25.46,-0.449,25.95,0.008
179,1056596280,0,3580,-1.13,0,421.43,450.56,-1.23,-29.28,-30.51,-3.487,25.44,-0.439,25.92,0
180,1056596340,0,3581,-0.84,-0.01,422.13,450.42,-0.84,-28.32,-29.16,-3.418,25.47,-0.463,25.95,0.01
181,1056596400,0,3582,-1.005,0.005,423.485,451.1,-1.04,-27.64,-28.68,-3.308,25.47,-0.44,25.94,0
182,1056596460,0,3583,-0.9,0.01,423.76,451.25,-0.9,-27.51,-28.41,-3.264,25.5,-0.383,25.97,-0.009
183,1056596520,0,3584,-1.05,0,423.52,451.025,-1.16,-27.29,-28.46,-3.257,25.5,-0.405,25.96,-0.007
184,1056596580,0,3585,-1.05,-0.005,423.2,450.94,-0.9,-27.64,-28.53,-3.321,25.51,-0.435,25.97,0.009
185,1056596640,0,3586,-1.115,-0.005,423.15,451.09,-1.19,-27.82,-29.01,-3.325,25.5,-0.42,25.96,0.007
186,1056596700,0,3587,-1.05,0,423.16,451.26,-1.05,-28.09,-29.14,-3.324,25.52,-0.385,25.98,0.008
187,1056596760,0,3588,-0.885,-0.005,423.79,451.23,-0.83,-27.45,-28.29,-3.313,25.53,-0.436,26,0
188,1056596820,0,3589,-0.95,0,424.38,451.73,-0.93,-27.37,-28.31,-3.234,25.57,-0.38,26.04,0
189,1056596880,0,3590,-0.99,0,424.85,451.81,-0.97,-26.89,-27.87,-3.196,25.59,-0.389,26.06,0
190,1056596940,0,3591,-0.97,0,424.64,451.18,-0.96,-26.61,-27.57,-3.227,25.58,-0.447,26.04,0.008
191,1056597000,0,3592,-0.97,-0.01,424.28,451.14,-0.98,-26.94,-27.92,-3.252,25.57,-0.437,26.03,0
192,1056597060,0,3593,-1.03,-0.01,423.73,451.29,-1,-27.62,-28.63,-3.321,25.56,-0.441,26.02,0.008
193,1056597120,0,3594,-0.95,-0.01,423.14,451.08,-0.97,-27.99,-28.96,-3.355,25.54,-0.43,26.01,0
194,1056597180,0,3595,-0.9,-0.01,422.86,451.1,-0.88,-28.28,-29.16,-3.376,25.55,-0.429,26.01,0.009
195,1056597240,0,3596,-0.99,-0.01,423.21,450.79,-0.97,-27.53,-28.5,-3.319,25.52,-0.443,25.98,0.016
196,1056597300,0,3597,-0.92,-0.01,423.89,450.85,-0.92,-26.96,-27.88,-3.241,25.5,-0.429,25.96,0.018
197,1056597360,0,3598,-1.05,-0.01,424.2,450.5,-1.06,-26.3,-27.36,-3.185,25.46,-0.439,25.92,0.007
198,1056597420,0,3599,-1.22,0,425.07,450.74,-1.23,-25.74,-26.97,-3.089,25.42,-0.397,25.89,0.007
199,1056597480,0,3600,-0.9,-0.01,424.77,450.5,-0.92,-25.74,-26.66,-3.096,25.41,-0.407,25.87,0.009
200,1056597540,0,3601,-1.07,-0.02,424.83,450.24,-1.06,-25.42,-26.48,-3.065,25.37,-0.407,25.84,0.007
201,1056597600,0,3602,-1.05,-0.01,424.89,450.29,-1.06,-25.37,-26.43,-3.03,25.35,-0.379,25.81,0.007
202,1056597660,0,3603,-0.95,-0.01,425.26,450.59,-0.91,-25.34,-26.25,-3.004,25.35,-0.355,25.81,0
203,1056597720,0,3604,-0.88,0,425.88,450.52,-0.85,-24.62,-25.48,-2.933,25.35,-0.364,25.81,0
204,1056597780,0,3605,-0.88,-0.01,426.46,450.44,-0.87,-23.98,-24.86,-2.86,25.34,-0.35,25.8,0.009
205,1056597840,0,3606,-0.74,0,426.96,450.67,-0.69,-23.75,-24.44,-2.836,25.36,-0.352,25.81,0
206,1056597900,0,3607,-0.71,-0.01,426.85,450.75,-0.71,-23.9,-24.62,-2.842,25.37,-0.343,25.82,-0.011
207,1056597960,0,3608,-0.67,0,426.69,450.95,-0.63,-24.3,-24.93,-2.874,25.38,-0.333,25.84,0
208,1056598020,0,3609,-0.76,0,425.97,450.91,-0.77,-24.95,-25.72,-2.955,25.39,-0.339,25.84,0
209,1056598080,0,3610,-0.76,-0.01,425.61,451.01,-0.75,-25.41,-26.16,-2.998,25.4,-0.337,25.85,-0.01
210,1056598140,0,3611,-0.78,0,424.89,450.93,-0.78,-26.12,-26.9,-3.084,25.41,-0.353,25.87,0.01
211,1056598200,0,3612,-0.955,-0.005,424.38,450.69,-0.87,-26.3,-27.18,-3.116,25.4,-0.368,25.86,0
